InvoiceNo,CustomerID,InvoiceDate,order_gmv,items,period
561867,16931,2011-07-31 10:59:00,115.61,85,pre
561868,16813,2011-07-31 11:26:00,188.54,144,pre
561869,16764,2011-07-31 11:38:00,172.96,75,pre
561870,14911,2011-07-31 11:45:00,1056.11,1410,pre
561871,13018,2011-07-31 11:46:00,377.29,251,pre
561872,13018,2011-07-31 11:46:00,37.400000000000006,7,pre
561873,13316,2011-07-31 11:48:00,2157.5,3669,pre
561874,16255,2011-07-31 12:02:00,297.32,211,pre
561875,14885,2011-07-31 12:05:00,765.3199999999999,724,pre
561876,14472,2011-07-31 12:08:00,149.02,63,pre
561877,16401,2011-07-31 12:16:00,483.63,485,pre
561878,17388,2011-07-31 12:34:00,189.83,59,pre
561879,13722,2011-07-31 12:43:00,738.0600000000001,351,pre
561880,13722,2011-07-31 12:44:00,173.88,92,pre
561881,16477,2011-07-31 12:47:00,446.75,229,pre
561882,13388,2011-07-31 12:52:00,621.3,262,pre
561883,13388,2011-07-31 12:52:00,55.8,20,pre
561884,15453,2011-07-31 13:07:00,139.98000000000002,82,pre
561885,15532,2011-07-31 13:13:00,324.1,109,pre
561887,14414,2011-07-31 13:33:00,309.14,522,pre
561888,14092,2011-07-31 13:36:00,360.54,258,pre
561889,15804,2011-07-31 13:37:00,519.04,214,pre
561890,12697,2011-07-31 14:17:00,343.40999999999997,197,pre
561891,15438,2011-07-31 14:19:00,156.58,59,pre
561893,12942,2011-07-31 14:39:00,287.38,99,pre
561894,14456,2011-07-31 15:00:00,494.27,480,pre
561895,12748,2011-07-31 15:04:00,1.25,1,pre
561896,15819,2011-07-31 15:22:00,408.33,225,pre
561897,17841,2011-07-31 15:24:00,220.2,123,pre
561898,12456,2011-07-31 15:25:00,1325.23,628,pre
561899,17173,2011-07-31 15:26:00,462.78,116,pre
561900,16655,2011-07-31 15:31:00,638.19,523,pre
561901,14156,2011-07-31 15:42:00,13464.26,5246,pre
561902,17404,2011-07-31 15:50:00,3633.58,2567,pre
561903,17162,2011-07-31 16:04:00,298.38,176,pre
561904,17941,2011-08-01 08:30:00,304.56,252,pre
561905,14947,2011-08-01 09:31:00,178.5,118,pre
561906,12921,2011-08-01 10:03:00,660.45,471,pre
561907,14060,2011-08-01 10:08:00,211.14,250,pre
561908,14239,2011-08-01 10:09:00,120.5,60,pre
561909,15625,2011-08-01 10:23:00,301.14,250,pre
561910,17053,2011-08-01 10:23:00,498.48,122,pre
561911,12534,2011-08-01 10:26:00,1089.18,651,pre
561912,13184,2011-08-01 11:08:00,181.16,218,pre
561913,13184,2011-08-01 11:12:00,8.29,7,pre
561914,17676,2011-08-01 11:13:00,182.66,134,pre
561915,14408,2011-08-01 11:23:00,781.19,575,pre
561916,15581,2011-08-01 11:44:00,250.0,1,pre
561917,16904,2011-08-01 11:57:00,228.94,89,pre
561922,13167,2011-08-01 12:12:00,174.64,80,pre
561923,14112,2011-08-01 12:16:00,748.32,476,pre
561925,16551,2011-08-01 12:28:00,306.1,316,pre
561926,12749,2011-08-01 12:48:00,1866.43,812,pre
561928,12749,2011-08-01 12:50:00,29.700000000000003,6,pre
561933,12949,2011-08-01 12:56:00,678.47,434,pre
561936,14403,2011-08-01 12:57:00,204.0,16,pre
561952,12949,2011-08-01 13:02:00,59.39999999999999,28,pre
561955,12949,2011-08-01 13:03:00,35.1,18,pre
561967,12844,2011-08-01 13:11:00,174.88,77,pre
561968,16332,2011-08-01 13:29:00,229.0,74,pre
561969,17757,2011-08-01 13:31:00,206.69,153,pre
561995,16133,2011-08-01 13:44:00,306.02,383,pre
562002,14567,2011-08-01 13:48:00,800.76,172,pre
562011,16745,2011-08-01 13:54:00,422.07,207,pre
562014,14341,2011-08-01 14:05:00,321.29,237,pre
562015,17615,2011-08-01 14:06:00,57.3,30,pre
562017,14937,2011-08-01 14:16:00,759.56,172,pre
562018,17282,2011-08-01 14:29:00,687.0,916,pre
562019,14709,2011-08-01 14:57:00,457.6,220,pre
562021,16172,2011-08-01 15:37:00,249.0,136,pre
562023,16814,2011-08-01 15:57:00,258.75,131,pre
562025,12828,2011-08-01 16:16:00,227.0,84,pre
562029,16182,2011-08-01 16:41:00,2327.0,1300,pre
562031,16984,2011-08-01 17:37:00,3226.13,1632,pre
562032,12347,2011-08-02 08:48:00,584.91,277,pre
562033,15410,2011-08-02 08:49:00,340.74,146,pre
562034,12449,2011-08-02 09:14:00,777.95,267,pre
562035,12627,2011-08-02 09:29:00,438.16,264,pre
562036,15187,2011-08-02 09:34:00,99.60000000000001,24,pre
562037,13023,2011-08-02 09:34:00,336.40000000000003,159,pre
562038,12633,2011-08-02 09:35:00,219.2,137,pre
562039,12593,2011-08-02 09:55:00,85.8,52,pre
562040,17553,2011-08-02 10:00:00,1487.6,1048,pre
562042,13075,2011-08-02 10:19:00,919.61,485,pre
562043,15342,2011-08-02 10:19:00,406.09,283,pre
562044,16607,2011-08-02 10:24:00,114.78,583,pre
562045,12644,2011-08-02 10:33:00,477.91,325,pre
562046,12378,2011-08-02 10:34:00,4008.62,2529,pre
562047,17788,2011-08-02 10:38:00,16.7,3,pre
562049,14133,2011-08-02 11:33:00,267.71999999999997,172,pre
562050,14133,2011-08-02 11:34:00,19.919999999999998,24,pre
562053,16701,2011-08-02 12:11:00,376.02,1126,pre
562085,15228,2011-08-02 12:27:00,970.5799999999999,486,pre
562087,14606,2011-08-02 12:31:00,124.11,66,pre
562088,13094,2011-08-02 12:35:00,228.96000000000004,216,pre
562092,16133,2011-08-02 12:55:00,457.86,278,pre
562093,13777,2011-08-02 12:59:00,326.22,138,pre
562094,15024,2011-08-02 13:09:00,69.6,48,pre
562095,16712,2011-08-02 13:15:00,168.05,145,pre
562096,15311,2011-08-02 13:16:00,189.94,222,pre
562098,14315,2011-08-02 13:31:00,20.8,10,pre
562099,14688,2011-08-02 13:46:00,423.3,261,pre
562100,13437,2011-08-02 14:00:00,362.52,131,pre
562101,13850,2011-08-02 14:04:00,1595.48,944,pre
562102,13089,2011-08-02 14:21:00,1490.82,906,pre
562103,13089,2011-08-02 14:23:00,24.599999999999998,30,pre
562105,15271,2011-08-02 14:50:00,174.10999999999999,113,pre
562106,14076,2011-08-02 15:19:00,122.47,81,pre
562107,13805,2011-08-02 15:29:00,500.24,728,pre
562108,17809,2011-08-02 15:40:00,116.01,89,pre
562109,13798,2011-08-02 15:42:00,465.56,292,pre
562112,18236,2011-08-02 15:53:00,165.24,110,pre
562120,13756,2011-08-02 17:04:00,321.5,398,pre
562123,17353,2011-08-02 17:19:00,870.0,600,pre
562125,17887,2011-08-02 17:29:00,111.35,30,pre
562127,13717,2011-08-03 08:21:00,201.77,339,pre
562128,16150,2011-08-03 09:06:00,34.8,16,pre
562128,16150,2011-08-03 09:07:00,409.42,258,pre
562129,13186,2011-08-03 09:09:00,988.34,360,pre
562130,12750,2011-08-03 09:13:00,275.88,137,pre
562131,18178,2011-08-03 09:30:00,490.87,287,pre
562132,13384,2011-08-03 09:40:00,583.24,396,pre
562133,16419,2011-08-03 09:47:00,112.09,76,pre
562136,15374,2011-08-03 09:59:00,168.0,126,pre
562137,12720,2011-08-03 10:04:00,221.04000000000002,187,pre
562138,14737,2011-08-03 10:04:00,647.75,153,pre
562140,18241,2011-08-03 10:11:00,95.85,43,pre
562141,17389,2011-08-03 10:12:00,441.17999999999995,66,pre
562143,16422,2011-08-03 10:41:00,2353.0,1460,pre
562145,17656,2011-08-03 10:45:00,341.58,152,pre
562146,17675,2011-08-03 10:45:00,614.78,272,pre
562148,13695,2011-08-03 10:49:00,218.26999999999998,138,pre
562150,14132,2011-08-03 10:49:00,301.92,170,pre
562152,16168,2011-08-03 10:56:00,205.1,98,pre
562153,14088,2011-08-03 11:21:00,1004.88,762,pre
562155,17940,2011-08-03 11:24:00,162.0,648,pre
562156,14401,2011-08-03 11:35:00,310.02,346,pre
562157,16012,2011-08-03 11:44:00,767.07,332,pre
562158,15039,2011-08-03 11:45:00,536.58,219,pre
562161,17841,2011-08-03 11:58:00,264.55,201,pre
562162,12841,2011-08-03 12:03:00,158.43,69,pre
562163,15628,2011-08-03 12:06:00,308.43,245,pre
562166,13209,2011-08-03 12:10:00,595.26,524,pre
562173,14530,2011-08-03 12:12:00,460.43,171,pre
562199,12748,2011-08-03 12:20:00,174.0,91,pre
562200,17719,2011-08-03 12:21:00,658.38,176,pre
562201,14527,2011-08-03 12:31:00,166.72,40,pre
562202,15290,2011-08-03 12:33:00,526.22,218,pre
562203,16102,2011-08-03 12:50:00,839.76,464,pre
562204,16324,2011-08-03 12:54:00,258.17,184,pre
562205,18055,2011-08-03 12:55:00,310.33,113,pre
562207,12643,2011-08-03 12:56:00,1202.22,699,pre
562208,16324,2011-08-03 12:58:00,3.95,1,pre
562209,13213,2011-08-03 13:06:00,412.35,153,pre
562210,13486,2011-08-03 13:10:00,617.4499999999999,389,pre
562211,17429,2011-08-03 13:22:00,148.78,290,pre
562213,13975,2011-08-03 13:39:00,384.34000000000003,322,pre
562214,17731,2011-08-03 13:39:00,301.17,169,pre
562216,16835,2011-08-03 13:50:00,99.10000000000001,42,pre
562217,17659,2011-08-03 14:06:00,318.24,158,pre
562218,13851,2011-08-03 14:07:00,1106.96,873,pre
562219,15089,2011-08-03 14:14:00,1221.56,674,pre
562220,15150,2011-08-03 14:19:00,304.42,108,pre
562222,18073,2011-08-03 14:33:00,832.5000000000001,634,pre
562224,17306,2011-08-03 14:35:00,611.24,712,pre
562233,14972,2011-08-03 14:54:00,114.77,28,pre
562255,16607,2011-08-03 15:02:00,14.040000000000001,36,pre
562256,15152,2011-08-03 15:14:00,399.6,109,pre
562257,17848,2011-08-03 15:14:00,148.72,88,pre
562258,16348,2011-08-03 15:28:00,191.82,119,pre
562259,15400,2011-08-03 15:34:00,85.2,72,pre
562260,13408,2011-08-03 15:38:00,452.8,327,pre
562261,13408,2011-08-03 15:38:00,119.52000000000001,48,pre
562262,13408,2011-08-03 15:39:00,66.0,40,pre
562263,17514,2011-08-03 15:45:00,208.65,135,pre
562269,14056,2011-08-03 16:35:00,251.94,154,pre
562270,12917,2011-08-03 16:42:00,594.0,120,pre
562271,16098,2011-08-03 17:05:00,200.32,110,pre
562272,12971,2011-08-04 08:18:00,83.10000000000001,54,pre
562273,12502,2011-08-04 09:55:00,788.87,152,pre
562274,12704,2011-08-04 10:00:00,360.81,145,pre
562275,12689,2011-08-04 10:04:00,511.03,281,pre
562276,17735,2011-08-04 10:23:00,954.0,538,pre
562277,17315,2011-08-04 10:24:00,190.35,461,pre
562282,13098,2011-08-04 10:38:00,2022.6,1320,pre
562283,15249,2011-08-04 10:43:00,615.5,365,pre
562284,15133,2011-08-04 10:44:00,324.52,368,pre
562285,17404,2011-08-04 10:45:00,612.0,960,pre
562286,15061,2011-08-04 10:45:00,913.3,580,pre
562287,12455,2011-08-04 11:07:00,78.56,33,pre
562290,14825,2011-08-04 11:16:00,132.05,47,pre
562313,14640,2011-08-04 11:38:00,496.24,230,pre
562332,13791,2011-08-04 11:44:00,579.0,500,pre
562339,13571,2011-08-04 11:59:00,167.26,167,pre
562340,13985,2011-08-04 12:05:00,407.38,210,pre
562341,15005,2011-08-04 12:13:00,192.28,195,pre
562342,16929,2011-08-04 12:13:00,199.74,126,pre
562343,17381,2011-08-04 12:13:00,376.32,1208,pre
562344,17381,2011-08-04 12:14:00,151.2,720,pre
562345,13694,2011-08-04 12:14:00,1505.64,1524,pre
562346,16187,2011-08-04 12:14:00,422.82,382,pre
562347,13263,2011-08-04 12:22:00,167.32,78,pre
562348,17511,2011-08-04 12:36:00,5162.74,3005,pre
562349,16915,2011-08-04 13:03:00,173.70000000000002,6,pre
562351,16626,2011-08-04 13:10:00,198.0,150,pre
562353,16180,2011-08-04 13:15:00,2317.0,1312,pre
562354,17470,2011-08-04 13:15:00,193.36,392,pre
562355,14768,2011-08-04 13:25:00,133.20000000000002,40,pre
562365,14344,2011-08-04 13:51:00,117.3,39,pre
562366,17692,2011-08-04 14:01:00,117.47999999999999,108,pre
562368,16570,2011-08-04 14:06:00,299.52,260,pre
562369,17584,2011-08-04 14:12:00,749.45,245,pre
562370,12626,2011-08-04 14:20:00,1062.84,556,pre
562371,13709,2011-08-04 14:30:00,788.04,525,pre
562372,16258,2011-08-04 14:33:00,754.8000000000001,216,pre
562373,16672,2011-08-04 14:33:00,318.5,98,pre
562374,14911,2011-08-04 14:40:00,4345.099999999999,2270,pre
562376,15254,2011-08-04 15:04:00,300.36,275,pre
562377,14535,2011-08-04 15:04:00,799.94,506,pre
562378,15046,2011-08-04 15:07:00,943.0699999999999,675,pre
562379,15134,2011-08-04 15:17:00,203.78,126,pre
562380,14778,2011-08-04 15:23:00,396.81,165,pre
562381,16873,2011-08-04 15:33:00,638.02,456,pre
562387,13402,2011-08-04 15:51:00,312.95,289,pre
562388,18099,2011-08-04 15:52:00,168.31,149,pre
562389,16531,2011-08-04 15:55:00,199.7,214,pre
562392,15205,2011-08-04 16:07:00,476.29999999999995,196,pre
562393,18172,2011-08-04 16:17:00,1019.44,476,pre
562416,13969,2011-08-04 16:31:00,301.93,64,pre
562418,16572,2011-08-04 16:34:00,367.32,176,pre
562419,14667,2011-08-04 16:36:00,249.13,124,pre
562421,15241,2011-08-04 16:41:00,74.39999999999999,264,pre
562422,13218,2011-08-04 16:59:00,62.63999999999999,88,pre
562424,12584,2011-08-04 17:07:00,12.75,1,pre
562426,12748,2011-08-04 17:13:00,29.700000000000003,6,pre
562427,17267,2011-08-04 17:19:00,311.02,155,pre
562428,17267,2011-08-04 17:22:00,6.6,4,pre
562429,13767,2011-08-04 17:23:00,423.84000000000003,136,pre
562430,18109,2011-08-04 17:26:00,270.52,472,pre
562431,13069,2011-08-04 17:37:00,47.29,29,pre
562432,14004,2011-08-04 17:38:00,716.0,386,pre
562433,17677,2011-08-04 17:40:00,1016.04,621,pre
562434,12823,2011-08-04 17:45:00,229.5,30,pre
562435,12693,2011-08-04 17:51:00,225.14000000000001,34,pre
562436,17961,2011-08-04 17:55:00,2.25,3,pre
562437,13047,2011-08-04 17:58:00,447.93,309,pre
562439,12931,2011-08-04 18:06:00,18841.48,11848,pre
562440,12931,2011-08-04 18:07:00,204.0,48,pre
562441,14543,2011-08-04 18:18:00,161.4,32,pre
562442,14397,2011-08-04 18:31:00,98.16,64,pre
562443,17723,2011-08-04 18:37:00,622.5,150,pre
562444,14713,2011-08-04 18:44:00,372.24,267,pre
562445,12417,2011-08-04 18:51:00,355.56,190,pre
562446,13145,2011-08-04 19:06:00,118.80000000000001,24,pre
562447,15251,2011-08-04 19:20:00,492.0,112,pre
562448,17428,2011-08-04 19:22:00,1327.55,905,pre
562449,14562,2011-08-04 20:01:00,250.32,162,pre
562450,12562,2011-08-05 08:40:00,650.0,323,pre
562451,15110,2011-08-05 09:25:00,206.9,52,pre
562452,16302,2011-08-05 09:44:00,233.22,158,pre
562453,18097,2011-08-05 10:31:00,234.54000000000002,122,pre
562454,15128,2011-08-05 10:31:00,312.14,262,pre
562455,18097,2011-08-05 10:32:00,320.3,210,pre
562456,15194,2011-08-05 10:39:00,402.02,304,pre
562457,18079,2011-08-05 11:00:00,593.35,1232,pre
562458,16029,2011-08-05 11:16:00,480.0,384,pre
562459,16029,2011-08-05 11:17:00,757.2,408,pre
562460,17841,2011-08-05 11:19:00,245.83,169,pre
562461,16029,2011-08-05 11:19:00,260.62,157,pre
562462,16029,2011-08-05 11:21:00,520.1,214,pre
562465,13908,2011-08-05 11:46:00,630.5,361,pre
562466,13435,2011-08-05 11:49:00,251.26,200,pre
562467,13513,2011-08-05 11:50:00,205.1,109,pre
562468,16928,2011-08-05 11:52:00,125.0,100,pre
562490,14720,2011-08-05 12:06:00,155.8,40,pre
562516,15129,2011-08-05 12:25:00,390.0,134,pre
562517,15719,2011-08-05 12:27:00,347.13,208,pre
562518,16818,2011-08-05 12:30:00,272.56,153,pre
562519,16764,2011-08-05 12:37:00,172.42000000000002,82,pre
562520,12599,2011-08-05 12:38:00,180.3,163,pre
562521,17457,2011-08-05 12:48:00,340.05999999999995,154,pre
562523,16174,2011-08-05 13:26:00,304.20000000000005,260,pre
562524,15201,2011-08-05 13:28:00,301.41,225,pre
562525,18282,2011-08-05 13:35:00,100.21000000000001,75,pre
562526,16880,2011-08-05 13:46:00,166.35999999999999,70,pre
562527,12647,2011-08-05 13:49:00,307.8,134,pre
562528,12610,2011-08-05 13:52:00,946.75,457,pre
562529,15201,2011-08-05 14:05:00,29.58,30,pre
562531,13984,2011-08-05 14:30:00,102.1,58,pre
562532,14083,2011-08-05 14:31:00,17.85,3,pre
562533,17676,2011-08-05 14:36:00,16.5,10,pre
562534,14031,2011-08-05 14:49:00,809.11,388,pre
562535,13200,2011-08-05 14:50:00,319.32,249,pre
562537,12517,2011-08-05 15:02:00,771.75,421,pre
562538,15505,2011-08-05 15:07:00,502.02,110,pre
562539,17220,2011-08-05 15:30:00,336.52,192,pre
562540,17400,2011-08-05 15:38:00,817.44,494,pre
562541,18102,2011-08-05 15:39:00,985.92,288,pre
562542,17377,2011-08-05 15:40:00,314.69,368,pre
562543,13552,2011-08-05 15:45:00,463.90000000000003,216,pre
562545,12971,2011-08-05 15:46:00,137.76,196,pre
562549,17092,2011-08-05 16:10:00,498.17,282,pre
562550,13082,2011-08-05 16:16:00,90.0,24,pre
562551,17231,2011-08-05 16:19:00,205.27,131,pre
562552,12748,2011-08-05 16:23:00,9.899999999999999,6,pre
562555,15671,2011-08-05 16:37:00,301.36,240,pre
562558,13451,2011-08-05 16:43:00,811.01,659,pre
562560,14156,2011-08-05 17:12:00,1572.73,744,pre
562562,16271,2011-08-05 17:43:00,299.42,201,pre
562563,13450,2011-08-07 10:24:00,302.28,268,pre
562564,15058,2011-08-07 10:43:00,234.35,133,pre
562565,16206,2011-08-07 10:45:00,121.11,50,pre
562566,16954,2011-08-07 10:55:00,303.9,154,pre
562567,12877,2011-08-07 11:40:00,100.4,140,pre
562568,12720,2011-08-07 11:59:00,107.4,60,pre
562569,17323,2011-08-07 12:05:00,104.50999999999999,85,pre
562570,14079,2011-08-07 12:10:00,375.1,301,pre
562571,13782,2011-08-07 12:21:00,126.63,30,pre
562572,17298,2011-08-07 12:21:00,107.64,132,pre
562573,13248,2011-08-07 12:40:00,78.21000000000001,54,pre
562574,14903,2011-08-07 12:42:00,611.59,410,pre
562575,15411,2011-08-07 12:54:00,225.81,107,pre
562576,15518,2011-08-07 13:08:00,228.58,145,pre
562578,14331,2011-08-07 13:17:00,79.0,16,pre
562579,16950,2011-08-07 13:30:00,606.41,305,pre
562580,14024,2011-08-07 13:31:00,262.45,99,pre
562581,15860,2011-08-07 13:43:00,113.79,59,pre
562583,15831,2011-08-07 13:54:00,141.17000000000002,379,pre
562584,13752,2011-08-07 14:16:00,204.15,83,pre
562585,14053,2011-08-07 14:27:00,106.0,100,pre
562586,16066,2011-08-07 14:33:00,316.38,186,pre
562587,15640,2011-08-07 14:34:00,1444.66,844,pre
562589,15198,2011-08-07 15:16:00,107.64000000000001,64,pre
562590,12748,2011-08-07 15:39:00,53.519999999999996,72,pre
562591,12748,2011-08-07 15:40:00,46.559999999999995,48,pre
562592,13418,2011-08-07 15:43:00,263.19,298,pre
562593,16549,2011-08-07 15:43:00,662.03,461,pre
562595,17602,2011-08-07 15:52:00,142.5,102,pre
562596,16145,2011-08-08 09:22:00,325.51,292,pre
562598,15152,2011-08-08 10:00:00,309.06,178,pre
562599,13013,2011-08-08 10:01:00,194.51000000000002,83,pre
562600,12676,2011-08-08 10:01:00,169.10000000000002,83,pre
562602,12865,2011-08-08 10:11:00,981.38,550,pre
562603,17870,2011-08-08 10:40:00,106.91000000000001,123,pre
562604,17611,2011-08-08 10:51:00,301.6,270,pre
562605,12530,2011-08-08 10:59:00,416.65000000000003,273,pre
562606,13552,2011-08-08 11:28:00,19.919999999999998,24,pre
562607,12885,2011-08-08 11:45:00,645.35,346,pre
562608,15502,2011-08-08 11:45:00,3315.0699999999997,1905,pre
562609,17331,2011-08-08 11:55:00,175.2,16,pre
562610,16333,2011-08-08 11:56:00,1282.0,1132,pre
562611,17716,2011-08-08 11:58:00,809.82,492,pre
562612,16637,2011-08-08 12:00:00,226.93,211,pre
562614,17961,2011-08-08 12:15:00,24.880000000000003,13,pre
562615,16458,2011-08-08 12:20:00,254.8,202,pre
562616,14748,2011-08-08 12:28:00,347.64,452,pre
562619,15311,2011-08-08 12:34:00,159.92,109,pre
562621,14415,2011-08-08 12:36:00,364.26,194,pre
562649,14606,2011-08-08 13:11:00,211.85,51,pre
562650,17404,2011-08-08 13:12:00,80.0,2,pre
562652,14844,2011-08-08 13:34:00,714.33,365,pre
562670,14911,2011-08-08 13:42:00,829.96,603,pre
562680,17954,2011-08-08 13:46:00,241.01,180,pre
562688,13869,2011-08-08 13:53:00,1519.99,993,pre
562701,13767,2011-08-08 13:59:00,480.6,224,pre
562708,17085,2011-08-08 14:15:00,347.75,157,pre
562710,14298,2011-08-08 14:37:00,598.88,474,pre
562711,16788,2011-08-08 14:53:00,300.31,124,pre
562712,13016,2011-08-08 15:00:00,425.25,315,pre
562713,15189,2011-08-08 15:17:00,576.84,244,pre
562716,14257,2011-08-08 15:35:00,1388.92,628,pre
562718,18241,2011-08-08 16:07:00,169.4,84,pre
562719,16365,2011-08-08 16:15:00,53.95,8,pre
562720,15033,2011-08-08 16:18:00,36.89,26,pre
562721,15985,2011-08-08 16:31:00,242.84,208,pre
562722,13798,2011-08-08 16:43:00,1109.34,808,pre
562725,17302,2011-08-09 09:04:00,358.49,155,pre
562727,15601,2011-08-09 09:26:00,462.06,168,pre
562729,12569,2011-08-09 10:05:00,102.98,35,pre
562730,17554,2011-08-09 10:16:00,477.46000000000004,662,pre
562732,18248,2011-08-09 10:19:00,307.56,269,pre
562733,14626,2011-08-09 10:20:00,984.39,447,pre
562767,13769,2011-08-09 10:47:00,282.23,95,pre
562768,14127,2011-08-09 10:49:00,257.48,124,pre
562769,14409,2011-08-09 10:52:00,190.8,100,pre
562770,17139,2011-08-09 11:56:00,1256.95,708,pre
562771,13113,2011-08-09 12:00:00,657.4,192,pre
562772,13097,2011-08-09 12:07:00,641.85,192,pre
562774,13500,2011-08-09 12:20:00,326.4,128,pre
562775,15078,2011-08-09 12:21:00,494.6,248,pre
562776,14180,2011-08-09 12:23:00,174.65,35,pre
562777,15247,2011-08-09 12:52:00,356.0,160,pre
562778,17591,2011-08-09 12:55:00,213.6,60,pre
562779,17841,2011-08-09 12:58:00,356.42,196,pre
562780,14901,2011-08-09 13:03:00,159.64,134,pre
562781,14334,2011-08-09 13:10:00,335.28,280,pre
562782,13280,2011-08-09 13:14:00,115.5,70,pre
562783,13018,2011-08-09 13:22:00,251.96,274,pre
562784,16791,2011-08-09 13:22:00,224.12,71,pre
562787,15581,2011-08-09 13:44:00,208.34,1,pre
562788,17669,2011-08-09 13:48:00,368.5,206,pre
562789,14646,2011-08-09 13:50:00,12341.21,7807,pre
562790,14646,2011-08-09 13:51:00,157.5,375,pre
562791,17730,2011-08-09 14:18:00,367.46,355,pre
562792,17634,2011-08-09 14:18:00,105.99000000000001,130,pre
562804,13355,2011-08-09 14:48:00,674.7,314,pre
562806,13636,2011-08-09 14:56:00,105.1,36,pre
562807,16053,2011-08-09 14:57:00,1124.19,1003,pre
562809,16775,2011-08-09 15:12:00,109.63,29,pre
562810,16656,2011-08-09 15:22:00,60.0,16,pre
562812,13217,2011-08-09 15:32:00,52.02,18,pre
562838,13162,2011-08-09 15:59:00,382.85,317,pre
562839,14056,2011-08-09 16:17:00,123.21,69,pre
562840,14527,2011-08-09 16:27:00,150.74,59,pre
562841,17675,2011-08-09 16:42:00,392.06,228,pre
562842,17675,2011-08-09 16:44:00,245.8,58,pre
562844,12444,2011-08-10 08:41:00,757.07,68,pre
562847,16245,2011-08-10 09:34:00,315.72,172,pre
562849,16700,2011-08-10 09:52:00,307.22,278,pre
562850,14680,2011-08-10 10:08:00,2388.2,1324,pre
562851,13117,2011-08-10 10:09:00,90.4,92,pre
562852,13050,2011-08-10 10:12:00,392.16999999999996,217,pre
562853,13919,2011-08-10 10:15:00,213.14999999999998,338,pre
562854,16133,2011-08-10 10:15:00,304.96000000000004,136,pre
562878,16241,2011-08-10 10:45:00,120.84,78,pre
562879,15640,2011-08-10 10:45:00,45.0,36,pre
562880,15838,2011-08-10 10:53:00,4105.94,2630,pre
562881,15632,2011-08-10 10:57:00,409.61,265,pre
562882,12384,2011-08-10 11:23:00,292.69,62,pre
562883,14056,2011-08-10 11:24:00,6.300000000000001,3,pre
562885,14024,2011-08-10 11:30:00,65.25,51,pre
562886,17994,2011-08-10 11:41:00,120.71000000000001,127,pre
562888,14388,2011-08-10 11:58:00,335.15,249,pre
562890,14191,2011-08-10 12:11:00,355.45,272,pre
562891,13468,2011-08-10 12:18:00,107.1,58,pre
562892,16292,2011-08-10 12:24:00,302.25,191,pre
562893,17442,2011-08-10 12:25:00,521.44,307,pre
562894,12571,2011-08-10 12:35:00,248.35,197,pre
562902,13925,2011-08-10 12:41:00,115.92999999999999,55,pre
562907,14116,2011-08-10 12:44:00,319.96999999999997,162,pre
562908,16839,2011-08-10 12:48:00,457.25,245,pre
562912,15311,2011-08-10 13:15:00,205.32,149,pre
562913,17042,2011-08-10 13:19:00,241.92,220,pre
562914,16558,2011-08-10 13:25:00,203.59,83,pre
562917,17949,2011-08-10 13:43:00,432.0,600,pre
562918,15615,2011-08-10 13:51:00,520.54,290,pre
562919,15615,2011-08-10 13:52:00,15.0,12,pre
562920,14495,2011-08-10 14:13:00,40.599999999999994,22,pre
562922,12594,2011-08-10 14:26:00,721.95,521,pre
562923,16996,2011-08-10 14:34:00,340.9,134,pre
562924,16750,2011-08-10 14:49:00,98.38,45,pre
562925,17389,2011-08-10 14:51:00,625.8,84,pre
562926,17512,2011-08-10 14:55:00,350.58,302,pre
562928,15494,2011-08-10 15:29:00,1127.38,1077,pre
562929,17562,2011-08-10 15:37:00,126.3,75,pre
562930,14209,2011-08-10 16:01:00,354.68,184,pre
562931,14030,2011-08-10 16:19:00,222.48,210,pre
562932,16904,2011-08-10 16:39:00,282.97,321,pre
562935,14156,2011-08-10 17:11:00,1253.05,391,pre
562939,15498,2011-08-11 08:37:00,660.76,484,pre
562940,15498,2011-08-11 08:38:00,337.5,50,pre
562941,15498,2011-08-11 08:39:00,17.4,12,pre
562942,13538,2011-08-11 08:50:00,176.85000000000002,23,pre
562944,13985,2011-08-11 09:34:00,371.3,189,pre
562946,15581,2011-08-11 09:38:00,2500.0,1,pre
562947,15987,2011-08-11 09:45:00,403.05,113,pre
562948,17857,2011-08-11 09:46:00,101.76,96,pre
562949,14346,2011-08-11 09:47:00,759.14,501,pre
562950,15608,2011-08-11 09:56:00,285.68,230,pre
562951,14462,2011-08-11 09:57:00,252.62,108,pre
562960,14911,2011-08-11 10:22:00,438.4,315,pre
562963,13203,2011-08-11 10:29:00,144.15,129,pre
562964,13488,2011-08-11 10:29:00,642.36,383,pre
562965,18226,2011-08-11 10:45:00,666.8,490,pre
562966,16133,2011-08-11 10:53:00,424.08000000000004,360,pre
562967,16422,2011-08-11 10:54:00,327.12,304,pre
562968,14291,2011-08-11 10:55:00,325.32,222,pre
562973,14911,2011-08-11 11:42:00,1234.0,872,pre
562980,17686,2011-08-11 11:44:00,1552.6,737,pre
562984,17841,2011-08-11 11:45:00,403.05,226,pre
562999,15117,2011-08-11 11:51:00,363.33,415,pre
563011,16283,2011-08-11 12:00:00,109.97999999999999,46,pre
563012,17284,2011-08-11 12:00:00,272.96999999999997,188,pre
563013,12993,2011-08-11 12:01:00,197.1,112,pre
563014,13408,2011-08-11 12:17:00,383.96,228,pre
